Query,Method,Rank,Similarity Score (%),Text,Psalm Num,Verse,Scored,Score
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",BERT,4,88.64,Psalter,49,"The God of gods, even the Lord, hath spoken, and called the earth from the rising of the sun unto the going down thereof. Out of Zion is the comeliness of His beauty. God, our God, shall come manifestly, and shall not keep silence. A fire shall burn before Him, and a mighty tempest shall be round about Him. He shall summon the heaven above, and the earth, that He may judge His people. Gather His saints together unto Him, those that have established His covenant upon sacrifices. And the heavens shall declare His righteousness; for God is judge. Hear, O My people, and I will speak to thee, O Israel; and I will testify against thee; I am God, even thy God. I will not reprove thee for sacrifices, for thy whole burntofferings are continually before Me. I will not welcome bullocks out of thy house, nor he goats out of thy flocks. For all the beasts of the field are Mine, the cattle upon the mountains, and the oxen. I know all the fowls of the air, and the beauty of the fields is Mine. If I were hungry, I would not tell thee, for the world is Mine, and the fulness thereof. Will I eat the flesh of bulls, or drink the blood of goats? Offer unto God a sacrifice of praise, and pay thy vows unto the Most High. And call upon me in the day of thy trouble, and I will deliver thee; and thou shalt glorify Me. But unto the sinner God said, Why dost thou declare My statutes, and takest My covenant in thy mouth? Thou hast hated instruction, and hast cast My words behind thee. When thou sawest a thief, then thou didst run with him, and hast been partaker with the adulterer. Thy mouth hath multiplied evil, and thy tongue hath framed deceits. Thou satest and spakest against thy brother, and laidst a scandal against thy mother's son. These things hast thou done, and I kept silence. Thou thoughtest wickedly that I should be like unto thee; but I will reprove thee, and set thy sins before thy face. Now understand this, ye that forget God, lest He snatch you away, and there be none to deliver. A sacrifice of praise shall glorify Me, and there is the way wherein I will shew him My salvation.",False,2
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",TF-IDF,4,13.022226891204769,Psalter,88,"I will sing of Thy mercies, O Lord, for ever; with my mouth will I shew forth Thy truth from generation to generation. For Thou hast said, Mercy shall be built up for ever; Thy truth shall be established in the heavens. I have made a covenant with My chosen; I have sworn unto David My servant. Thy seed will I establish for ever, and build up thy throne from generation to generation. The heavens shall declare Thy wonders, O Lord, Thy truth also in the congregation of the saints. For who in the clouds shall be compared unto the Lord? and who among the sons of God shall be likened unto the Lord? God Who is glorified in the assembly of the saints, great and terrible toward all them that are round about Him. O Lord God of hosts, who is like unto Thee? Thou art mighty, O Lord, and Thy truth is round about Thee. Thou art ruler the might of the sea, and Thou stillest the tumult of her waves. Thou hast humbled the proud, as one that is slain; and Thou hast scattered Thine enemies with the arm of Thy strength. The heavens are Thine, the earth also is Thine; as for the world and the fulness thereof, Thou hast founded them. The north and the sea Thou hast created them; Tabor and Hermon shall rejoice in Thy name. Thine is the mighty arm. Let Thine hand be strengthened, let Thy right hand be exalted. Justice and judgment are the establishment of Thy throne; mercy and truth shall go before Thy face. Blessed is the people that knoweth jubilation. They shall walk, O Lord, in the light of Thy countenance, and in Thy name shall they rejoice all the day, and in Thy righteousness shall they be exalted. For Thou art the glory of their strength, and in Thy favour our horn shall be exalted. For of the Lord is our help, and of the Holy One of Israel, our King. Then Thou spakest in a vision to Thy sons, and saidst, I have laid help upon one that is mighty, I have exalted one chosen out of My people. I have found David My servant, with My holy oil have I anointed him. For My hand shall be an ally unto him, Mine arm also shall strengthen him. His enemy shall have no advantage over him, nor shall the son of wickedness have power to hurt him more. And I will cut down his foes before his face, and put to flight them that hate him. And My truth and My mercy shall be with him, and in My name shall his horn be exalted. I will set his hand also in the sea, and his right hand in the rivers. He shall cry unto Me, and say, Thou art my Father, my God, and the Help of my salvation. Also I will make him My firstborn, higher than the kings of the earth. My mercy will I keep for him for evermore, and My covenant shall stand fast with him. His seed also will I establish for ever and ever, and his throne shall be as the days of heaven. If his sons forsake My law, and walk not in My judgments; If they profane My statutes, and keep not My commandments; Then will I visit their iniquities with a rod, and their transgressions with stripes. Nevertheless My mercy will I not utterly take from them, nor wrong them in My truth. Neither will I profane My covenant, nor make void the things that go out of My lips. Once have I sworn by My holiness, that I will not lie unto David. His seed shall endure for ever, and his throne as the sun before Me, and as the moon that is established for ever, and as a faithful witness in heaven. But Thou hast cast off and brought to nought; Thou hast been wroth with Thine anointed. Thou hast destroyed the covenant of Thy servant; Thou hast profaned his sanctuary to the ground. Thou hast broken down all his hedges; Thou hast made his strong hold a terror. All that pass by the way have spoiled him; he is become a reproach to his neighbours. Thou hast set up the right hand of them that afflict him, Thou hast made all his enemies to rejoice. Thou hast turned away the help of his sword, and hast not holpen him in battle. Thou hast made an end of his purification; Thou hast cast his throne down to the ground. The days of his time hast Thou shortened; Thou hast covered him with shame. How long, O Lord, wilt Thou turn away for ever? Shall Thy wrath burn like fire? Remember what my substance is; for hast Thou created all the sons of man in vain? What man is he that liveth, and shall not see death? Shall he deliver his soul out of the hand of Hades? Where are Thine ancient mercies, O Lord, which Thou swarest unto David in Thy truth? Remember, O Lord, the reproach of Thy servants, which I have endured in my bosom of many nations. Wherewith Thine enemies have reproached, O Lord, wherewith they have reproached the recompense of Thine anointed. Blessed be the Lord for evermore. So be it. So be it.",False,1
prayer,TF-IDF + GloVe,1,16.0,Bible,79,1For the End concerning things that shall be changed a testimony for Asaph a psalm  concerning the Assyrian Give heed O You who shepherd Israel Reveal Yourself O You who lead Joseph like a flock Who sit upon the cherubim Raise up Your power Before Ephraim Benjamin and Manasseh And come for our salvation O God convert us And reveal Your face and we shall be saved O Lord God of hosts How long will You be angry with the prayer of Your servant Will You feed us the bread of tears And will You give us as drink tears in measure You made us an offense to our neighbors And our enemies sneered at us O Lord God convert us And reveal Your face and we shall be saved Pause You removed a vineyard from Egypt You cast out the nations and planted it You prepared the way before it And You planted its roots and the earth was filled Its shade covered the mountains And its vines the cedars of God Its branches reached to the sea And its shoots as far as the river Why did You pull down its hedge And all who pass on the road gather its grapes A wild swine from the forest laid it waste A solitary wild beast devoured it O God of hosts convert us now Look down from heaven and behold And visit this vineyard Which Your right hand planted and perfect it And visit the son of man whom You strengthened for Yourself It was set on fire and uprooted But they shall perish at the rebuke of Your face Let Your hand be upon the man of Your right hand And upon the son of man whom You strengthened for Yourself Then we will not turn away from You You will give us life and we will call upon Your name O Lord God of hosts convert us and reveal Your face and we shall be saved,False,4
prayer,BERT,1,43.82,Bible,18,For the End a psalm by David The heavens declare the glory of God The firmament shows the creation of His hands Day to day utters speech And night to night reveals knowledge There is no speech nor language Where their voices are not heard Their proclamation went forth into all the earth And their words to the ends of the world In the sun He set His tabernacle And it rejoices exceedingly Like a bridegroom coming forth from his bridal chamber Like a strong man to run a race Its rising is from one end of heaven And its circuit runs to the other end And nothing shall be hidden from its heat The law of the Lord is blameless converting souls The testimony of the Lord is trustworthy making children wise The ordinances of the Lord are right rejoicing the heart The commandment of the Lord is bright enlightening the eyes The fear of the Lord is pure enduring unto ages of ages The judgments of the Lord are true being altogether just More to be desired are they than gold and a very precious stone Sweeter also than honey and the honeycomb For indeed Your servant keeps them In keeping them there is great reward Who will understand his transgressions Cleanse me from hidden sins And spare your servant from unnatural sins If they have no dominion over me then I shall be blameless And I shall be cleansed from great sin Let the words of my mouth and the meditation of my heart Be always pleasing before You O Lord my helper and my redeemer,False,3
prayer,SBERT,1,7.58,Bible,46,For the End a psalm for the sons of Korah Oh clap your hands all you nations Shout to God with the voice of rejoicing For the Lord Most High is fearsome A great King over all the earth He subdued the peoples under us And the nations under our feet He chose us for His inheritance Jacobs beauty which He loved Pause God ascended with a shout The Lord with the sound of the trumpet Sing praises to God sing praises Sing praises to our King sing praises For God is King of all the earth Sing praises with understanding God reigns over the nations God sits on His holy throne The rulers of the people gather together With the God of Abraham For Gods mighty ones of the earth are greatly exalted,False,2
prayer,TF-IDF,1,21.109873478532872,Bible,101,1A prayer by a poor man when he was depressed and poured out his supplication before the  Lord Hear my prayer O Lord And let my cry come to You Do not turn Your face from me In the day when I am afflicted incline Your ear to me In the day when I call upon You hear me quickly For my days vanished like smoke And my bones burned up like firewood Iwas cut down like grass and my heart became withered For I forgot to eat my bread Because of the sound of my groaning My bones cleaved to my flesh I have become like a pelican in a desert I have become like an owl in a ruined house I kept watch and have become Like a sparrow alone on a housetop My enemies reproached me all day long And those who praised me swore against me For I ate ashes like bread And mixed my drink with weeping Because of the wrath of Your countenance and Your anger For You lifted me up and broke me down My days were far spent like a shadow And I am withered like grass But You O Lord remain forever And Your remembrance is from generation to generation When You rise up You shall have compassion on Zion For it is time to have compassion on her because the time is come For Your servants took pleasure in her stones And they shall have compassion for her dust And the Gentiles shall fear the name of the Lord And all the kings of the earth Your glory For the Lord shall build Zion And He shall be seen in His glory He regarded the prayer of the humble And He did not despise their supplication Let this be written for another generation And the people who are created shall praise the Lord For He looked down from the height of His holy place The Lord looked upon the earth from heaven To hear the groaning of those bound To set free the sons of the slain To declare the Lords name in Zion And His praise in Jerusalem When the peoples and the kingdoms Are gathered together to serve the Lord He replied to Him in the way of strength Declare to me the fewness of my days Take me not away in the midst of my days Your years are throughout all generations In the beginning O Lord You founded the earth And the heavens are the works of Your hands They shall perish but You shall remain And all things shall grow old like a garment And like a cloak You shall change them And they shall be changed But You are the same and Your years shall not fail The children of Your servants shall dwell there And their seed shall be led to prosperity forever,False,1
“Which psalms use parallelism heavily to emphasize moral contrast between the righteous and the wicked?”,TF-IDF + GloVe,2,13.98,Bible,122,1An ode of ascents Ilift my eyes to You Whodwell in heaven Behold as the eyes of servants look to the hands of their masters As the eyes of the maidservant look to the hands of her mistress So our eyes look to the Lord our God Until He shall have compassion on us Have mercy on us O Lord have mercy on us For we are greatly filled with contempt Our soul is greatly filled with it We are a disgrace to those who prosper And a contempt to the arrogant,False,4
“Which psalms use parallelism heavily to emphasize moral contrast between the righteous and the wicked?”,BERT,2,69.36,Bible,36,Of David Do not be envious of those who do evil Nor be jealous of those who work lawlessness For like grass they shall be dried up quickly And like green vegetables they shall swiftly wither Hope in the Lord and work goodness Dwell in the land and you shall be nurtured by its riches Delight in the Lord And He will give you the requests of your heart Reveal your way to the Lord And hope in Him and He will do it He shall bring forth your righteousness as light And your judgment as the noonday sun Submit to the Lord and supplicate Him Do not be envious of him who prospers in his way Nor of him who transgresses the law Cease from wrath and forsake anger Do not be envious so as to do evil Because evildoers will be destroyed But those whowait on the Lord these shall inherit the earth For in a little while the sinner shall no longer be present And you will look for his place but not find it But the gentle shall inherit the earth And they will delight in the fullness of peace The sinner will closely observe the just man And gnash at him with his teeth But the Lord shall laugh at him Because He foresees his day will come The sinners draw the sword And stretch their bow To cast down the poor and needy To slay the upright in heart May their sword enter their heart And may their bows be shattered Better the little with the just man Than the great riches of sinners For the arms of sinners shall be shattered But the Lord supports the righteous The Lord knows the ways of the blameless And their inheritance shall be forever They shall not be ashamed in an evil time And in days of famine they shall be filled But the sinners shall perish And the enemies of the Lord altogether When they glorify and exalt themselves Like smoke they shall vanish away The sinner borrows but will not repay However the righteous man is compassionate and gives For those who bless Him shall inherit the earth But those who curse Him shall be utterly destroyed The steps of a man are guided aright by the Lord And he shall desire His way When he falls he shall not be broken to pieces For the Lord supports him with His hand Iwas young but indeed Igrew old Yet I have not seen the righteous forsaken Nor his seed begging bread Day in and out he is merciful and lends And his seed shall be a blessing Turn away from evil and do good And dwell unto ages of ages For the Lord loves judgment And He will not abandon His holy ones They shall be kept forever But the lawless shall be banished And the seed of the ungodly shall be utterly destroyed The righteous shall inherit the earth And dwell upon it unto ages of ages The mouth of the righteous shall meditate on wisdom And his tongue shall speak of judgment The law of God is in his heart And his steps shall not be tripped up The sinner observes the righteous man And seeks to put him to death But the Lord will not leave him in his hands Nor condemn him when He judges him Wait on the Lord and keep His way And He shall exalt you to inherit the earth You shall see the sinners when they are utterly destroyed Isaw the ungodly greatly exalted And lifting himself up like the cedars of Lebanon And I passed by and behold he was not And I sought for him But his place was not found Keep innocence and behold uprightness For this is the remnant for the peaceful man But transgressors shall be utterly destroyed together The remnants of the ungodly shall be utterly destroyed Now the salvation of the righteous is from the Lord And He is their protector in time of affliction And the Lord shall help them and deliver them And He shall deliver them from sinners And save them because they hope in Him,False,3
“Which psalms use parallelism heavily to emphasize moral contrast between the righteous and the wicked?”,SBERT,2,10.88,Bible,68,For the End concerning things that shall be changed by David Save me O God for the waters flood my soul Iam stuck in the mire of the sea and there is noplace tostand I came into the depths of the sea and the storm overwhelmed me I grow weary with crying my throat is hoarse My eyes fail me from hoping in my God Those who hate me without a cause multiplied even more than the hairs of my head My enemies who persecute me unjustly have become strong Then I paid for things I did not steal O God You know my foolishness And my transgressions are not hidden from You O Lord O Lord of hosts let not those who wait for You be put to shame because of me O God of Israel let not those who seek You feel ashamed because of me For Your sake Ibore disgrace Humiliation covered my face I am become a stranger to my brothers An alien to my mothers sons For the zeal of Your house consumed me And the insults of those who disgraced You fell on me I bent down my soul with fasting And it became a disgrace for me I also made sackcloth my garment And I became a byword to them Those who sit at the gate were talking against me And those who drink wine were singing about me But I O Lord pray with my prayer to You It is the time of Your goodwill O God in the abundance of Your mercies In the truth of Your salvation hear me Save me from the mire that I may not be stuck therein Deliver me from those who hate me and from the depths of the waters Let not a storm of water drown me Neither let the deep swallow me up Nor the well enclose its mouth upon me Hear me O Lord for Your mercy is good According to Your abundant compassion look upon me Turn not Your face from Your child For I am afflicted hear me speedily Give heed to my soul and redeem it Deliver me because of my enemies For You know my disgrace And my shame and humiliation All who afflict me are before You My soul expected disgrace and trouble And I waited for someone to sympathize with me but no one was there And for comforters but I found not one They gave me gall for my food And they gave me vinegar for my drink Let their table become a snare before them And a recompense and a stumbling block Let their eyes be darkened so they may not see And bend down their backs continually Pour out Your anger upon them And let the fury of Your wrath lay hold of them Let their dwelling place be laid waste And let no one live in their tents For they pursued closely the one You slew And they added to the pain of my wounds Add lawlessness to their lawlessness And let them not enter into Your righteousness Let them be blotted out from the book of the living And not be written with the righteous I am poor and suffering And the salvation of Your presence O God lays hold of me I will praise Gods name with a song I will magnify Him in praise And this shall be more pleasing to God Than a young bull with horns and hooves Let the poor behold this and be glad Seek God and your soul shall live For the Lord hears the poor And does not despise His prisoners Let heaven and earth praise Him The seas and everything that moves in them For God shall save Zion And the cities of Judah shall be built And they shall dwell therein and inherit it And the seed of His servants shall possess it And those who love His name shall dwell in it,False,2
“Which psalms use parallelism heavily to emphasize moral contrast between the righteous and the wicked?”,TF-IDF,2,10.141936812653524,Psalter,63,"Hear my prayer, O God, when I make supplication unto Thee; rescue my soul from fear of the enemy. Shelter me from the assembly of the wicked, from the multitude of the workers of unrighteousness. They have whetted their tongues like a sword, they have bent their bow, a bitter thing, that they may shoot in secret at the blameless. Suddenly will they will shoot at him, and will not fear; they have strengthened themselves with a wicked word. They have communed of laying snares privily; they said, Who shall see them? They searched out iniquity; they wearied themselves with a diligent search. A man shall draw near, and the heart is deep; and God shall be exalted. As an arrow of babes are their blows, and their tongues were weakened against them. All that saw them were troubled, and every man feared. And they declared the works of God, and understood His doings. The righteous shall be glad in the Lord, and shall hope in Him, and all the upright in heart shall be praised.",False,1
"Blessed is God, who illuminate and sanctifieth every man that cometh into the world: now and ever, and unto ages of ages. ",TF-IDF + GloVe,1,16.0,Bible,79,1For the End concerning things that shall be changed a testimony for Asaph a psalm  concerning the Assyrian Give heed O You who shepherd Israel Reveal Yourself O You who lead Joseph like a flock Who sit upon the cherubim Raise up Your power Before Ephraim Benjamin and Manasseh And come for our salvation O God convert us And reveal Your face and we shall be saved O Lord God of hosts How long will You be angry with the prayer of Your servant Will You feed us the bread of tears And will You give us as drink tears in measure You made us an offense to our neighbors And our enemies sneered at us O Lord God convert us And reveal Your face and we shall be saved Pause You removed a vineyard from Egypt You cast out the nations and planted it You prepared the way before it And You planted its roots and the earth was filled Its shade covered the mountains And its vines the cedars of God Its branches reached to the sea And its shoots as far as the river Why did You pull down its hedge And all who pass on the road gather its grapes A wild swine from the forest laid it waste A solitary wild beast devoured it O God of hosts convert us now Look down from heaven and behold And visit this vineyard Which Your right hand planted and perfect it And visit the son of man whom You strengthened for Yourself It was set on fire and uprooted But they shall perish at the rebuke of Your face Let Your hand be upon the man of Your right hand And upon the son of man whom You strengthened for Yourself Then we will not turn away from You You will give us life and we will call upon Your name O Lord God of hosts convert us and reveal Your face and we shall be saved,False,4
"Blessed is God, who illuminate and sanctifieth every man that cometh into the world: now and ever, and unto ages of ages. ",BERT,1,84.78,Psalter,34,"Judge Thou, O Lord, them that do me injustice; fight against them that fight against me. Take hold of weapon and buckler, and rise up for mine help. Draw out the sword, and stop the way against them that persecute me; say unto my soul, I am Thy salvation. Let them be ashamed and confounded that seek after my soul; let them be turned back and put to shame that devise evil against me. Let them become as chaff before the face of the wind, and let the angel of the Lord afflict them. Let their way be dark and slippery, and let the angel of the Lord pursue them. For without cause have they hid for me destruction in their snare; without cause have they reproached my soul. Let a snare come upon him unawares, and let the snare that he hath hid catch himself; and into that very snare let him fall. But my soul shall exult in the Lord; it shall delight in His salvation. All my bones shall say, Lord, O Lord, who is like unto Thee, Which deliverest the poor from the hand of them that are too strong for him, yea, the poor and needy from them that spoil him? Unjust witnesses did rise up; they charged me with things that I knew not. They rewarded me evil for good, and barrenness to my soul. But as for me, when they troubled me, I put on sackcloth, and humbled my soul with fasting; and my prayer shall return into mine own bosom. I sought to please, as though it had been my neighbour or brother; I humbled myself, as one that is mourning and sad of countenance. But they rejoiced against me, and gathered themselves together; plagues were gathered together upon me, and I knew it not. They were scattered, yet they were not pricked at the heart. They tempted me, they scoffed at me with scorn, they gnashed upon me with their teeth. Lord, when wilt Thou look upon me? Rescue my soul from their mischief, mine onlybegotten one from the lions. I will give Thee thanks in the great congregation; I will praise Thee among a mighty people. Let not them that are my enemies wrongfully rejoice over me, they that hate me without a cause, and wink with the eyes. For they spake unto me peaceably indeed, but in their anger they devised deceits. Yea, they opened their mouth wide against me; they said, Aha, aha, our eyes have seen it. This Thou hast seen, O Lord, keep not silence; O Lord, be not far from me. Arise, O Lord, and attend to my judgment, even unto my cause, my God and my Lord. Judge me, O Lord, according to Thy righteousness; let them not rejoice over me, O Lord my God. Let them not say in their hearts, Aha, aha, it is well to our soul; neither let them say, We have swallowed him up. Let them be ashamed and brought to confusion together that rejoice at my woes. Let them be clothed with shame and confusion that speak great words against me. Let them exult and be glad, that favour my righteous cause; yea, let them that desire the peace of Thy servant say continually, Let the Lord be magnified. And my tongue shall speak of Thy righteousness, and of Thy praise all the day long.",False,3
"Blessed is God, who illuminate and sanctifieth every man that cometh into the world: now and ever, and unto ages of ages. ",SBERT,1,11.99,Bible,130,1An ode of ascents by David OLord My heart is not exalted Neither are my eyes raised up Neither am I carried along in great things Nor in things too marvelous for me If I were not humbleminded But exalted my soul Like a child weaned from his mother So You would reward my soul Let Israel hope in the Lord From this present time and unto the ages,False,2
"Blessed is God, who illuminate and sanctifieth every man that cometh into the world: now and ever, and unto ages of ages. ",TF-IDF,1,30.168425170874187,Psalter,86,"His foundations are in the holy mountains. The Lord loveth the gates of Zion more than all the dwellings of Jacob. Glorious things are spoken of thee, O city of God. I will make mention of Rahab and Babylon to them that know me. And behold the foreigners, and those of Tyre, and the people of the Ethiopians; these were born there. A man shall say, Zion is my mother, and, That man was born in her, and, The Most High Himself hath established her. The Lord shall tell it in His writings of the people and of the princes, even of them that have been born in her. How joyful are all they that have their habitation in Thee!",False,1
