Query,Method,Rank,Similarity Score (%),Text,Psalm Num,Verse,Scored,Letter,Score
"Psalms that reflect on human mortality and the fragility of life in contrast with the eternal nature of God, including meditations on time, death, and divine permanence",TF-IDF + GloVe,4,13.11,Bible,119,An ode of ascents To the Lord in my affliction I cried out and He heard me O Lord deliver my soul from unjust lips And from a deceitful tongue What should be given You and what added to You Against a deceitful tongue The arrows of the Mighty One are sharpened With hot coals from the desert Woe is me My sojourning was prolonged I dwelt with the tents of Kedar My soul sojourned a long time as a resident alien With those who hate peace I was peaceful When I spoke to them they made war against me without cause,True,A,0
"Psalms that reflect on human mortality and the fragility of life in contrast with the eternal nature of God, including meditations on time, death, and divine permanence",BERT,4,71.31,Bible,18,For the End a psalm by David The heavens declare the glory of God The firmament shows the creation of His hands Day to day utters speech And night to night reveals knowledge There is no speech nor language Where their voices are not heard Their proclamation went forth into all the earth And their words to the ends of the world In the sun He set His tabernacle And it rejoices exceedingly Like a bridegroom coming forth from his bridal chamber Like a strong man to run a race Its rising is from one end of heaven And its circuit runs to the other end And nothing shall be hidden from its heat The law of the Lord is blameless converting souls The testimony of the Lord is trustworthy making children wise The ordinances of the Lord are right rejoicing the heart The commandment of the Lord is bright enlightening the eyes The fear of the Lord is pure enduring unto ages of ages The judgments of the Lord are true being altogether just More to be desired are they than gold and a very precious stone Sweeter also than honey and the honeycomb For indeed Your servant keeps them In keeping them there is great reward Who will understand his transgressions Cleanse me from hidden sins And spare your servant from unnatural sins If they have no dominion over me then I shall be blameless And I shall be cleansed from great sin Let the words of my mouth and the meditation of my heart Be always pleasing before You O Lord my helper and my redeemer,True,B,1
"Psalms that reflect on human mortality and the fragility of life in contrast with the eternal nature of God, including meditations on time, death, and divine permanence",SBERT,4,96.11,Psalter,146,"The Lord doth build up Jerusalem; He shall gather together the dispersed of Israel. He healeth the broken in heart, and bindeth up their wounds. He telleth the multitude of the stars, and calleth them all by their names. Great is our Lord, and great is His power; and His understanding is infinite. The Lord lifteth up the meek, but casteth the sinners down to the ground. Begin your song unto the Lord with thanksgiving; sing praise upon the harp unto our God, Who covereth the heavens with clouds, Who prepareth rain for the earth, Who maketh grass to grow upon the mountains, and green herb for the service of man, Who giveth to the beasts their food, and to the young ravens which call upon Him. He shall not delight in the strength of an horse, neither taketh He pleasure in the legs of a man. The Lord taketh pleasure in them that fear Him, and in those that hope in His mercy.",True,C,2
"Psalms that reflect on human mortality and the fragility of life in contrast with the eternal nature of God, including meditations on time, death, and divine permanence",TF-IDF,4,6.24,Psalter,61,"Shall not my soul be subject unto God? for from Him cometh my salvation. For He is my God, my Saviour and my helper; and I shall be moved no more. How long do ye assail a man? Ye slay, all of you, as a leaning wall, and a tottering fence. But they consulted to cast down my honour; they ran in lies; they bless with their mouth, but curse in their heart. But my soul, be thou subject unto God; for my endurance is from Him. For He Himself is my God, and my Saviour; He is my helper; and I shall not be moved. In God is my salvation and my glory; He is the God of my help, and my hope is in God. Hope in Him, all ye congregation of the peoples; pour out your hearts before Him, for God is our helper. For the sons of men are vain, the sons of men are liars in the balances; out of vanity they gather themselves together, that they may work injustice. Hope not in injustice, and covet not plunder; if riches flow in, set not your heart upon them. God hath spoken once, and these two things have I heard: that power belongeth unto God; also unto Thee belongeth mercy, O Lord; for Thou shalt render unto every man according to his works.",True,D,3
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",TF-IDF + GloVe,1,16.0,Bible,79,1For the End concerning things that shall be changed a testimony for Asaph a psalm  concerning the Assyrian Give heed O You who shepherd Israel Reveal Yourself O You who lead Joseph like a flock Who sit upon the cherubim Raise up Your power Before Ephraim Benjamin and Manasseh And come for our salvation O God convert us And reveal Your face and we shall be saved O Lord God of hosts How long will You be angry with the prayer of Your servant Will You feed us the bread of tears And will You give us as drink tears in measure You made us an offense to our neighbors And our enemies sneered at us O Lord God convert us And reveal Your face and we shall be saved Pause You removed a vineyard from Egypt You cast out the nations and planted it You prepared the way before it And You planted its roots and the earth was filled Its shade covered the mountains And its vines the cedars of God Its branches reached to the sea And its shoots as far as the river Why did You pull down its hedge And all who pass on the road gather its grapes A wild swine from the forest laid it waste A solitary wild beast devoured it O God of hosts convert us now Look down from heaven and behold And visit this vineyard Which Your right hand planted and perfect it And visit the son of man whom You strengthened for Yourself It was set on fire and uprooted But they shall perish at the rebuke of Your face Let Your hand be upon the man of Your right hand And upon the son of man whom You strengthened for Yourself Then we will not turn away from You You will give us life and we will call upon Your name O Lord God of hosts convert us and reveal Your face and we shall be saved,True,A,0
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",BERT,1,89.21,Bible,60,For the End in hymns by David Hear my supplication O God Attend to my prayer From the end of the earth I cried out to You When my heart was discouraged You lifted me high on a rock You guided me for You became my hope A tower of strength from the face of the enemy I will dwell in Your tabernacle unto the ages I will be covered with the shelter of Your wings Pause For You O God hear my prayers You give an inheritance to those who fear Your name You will add days to the days of the king His years as the days of generation to generation He will abide before God forever Who will seek out His mercy and truth So I will sing praise to Your name unto ages of ages That I may pay my vows day to day,True,B,1
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",SBERT,1,97.59,Psalter,147,"Praise the Lord, O Jerusalem; praise thy God, O Zion. For He hath strengthened the bars of thy gates; He hath blessed thy children within thee. He maketh peace in thy borders, and filleth thee with the fat of the wheat. He sendeth forth His commandment to the earth; His word runneth very swiftly. He giveth His snow like wool; He scattereth the mist like ashes. He casteth forth His ice like morsels; who shall stand before His cold? He shall send out His word, and melt them; His wind shall blow, and the waters shall flow. He sheweth His word unto Jacob, His statutes and His judgments unto Israel. He hath not dealt so with every nation, neither hath He shewed His judgments unto them.",True,C,2
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",TF-IDF,1,20.53,Psalter,140,"Lord, I have cried unto Thee, hear Thou me; give ear unto the voice of my supplication when I cry unto Thee. Let my prayer be set forth before Thee as incense, the lifting up of my hands as an evening sacrifice. Set a watch, O Lord, before my mouth, and a door of enclosure about my lips. Incline not my heart to evil words, to make excuse with pretexts for sins with men that work iniquity; I shall not join with their chosen. The righteous shall chasten me with mercy, and reprove me; but let not the oil of the sinner anoint my head. For yet shall my prayer be against their pleasures; their judges have been swallowed up like unto a rock. They will hear my words, for they are sweet; as when a clod of earth is broken up upon the ground, so have their bones been scattered nigh unto Hades. But my eyes are unto Thee, Lord, O Lord; in Thee have I hoped; take not away my soul. Keep me from the snare which they have laid for me, and from the stumbling blocks of the workers of iniquity. The wicked shall fall into their own net; I am alone until that I pass hence.",True,D,3
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",TF-IDF + GloVe,5,12.74,Bible,11,For the End concerning the eighth a psalm by David Save me O Lord for the holy man has ceased The truthful are diminished from among the sons of men Each one speaks useless things to his neighbor Deceptive lips speak with a double heart May the Lord destroy all deceptive lips And the tongue that speaks boastful things Saying We will make our tongue powerful Our lips are our own Who is lord over us Because of the suffering of the needy And because of the groaning of the poor Now I will arise says the Lord Iwill establish them in salvation I will declare it boldly The words of the Lord are pure words Like silver fired in a furnace of earth Purified seven times You shall guard us O Lord You shall preserve us from this generation forever The ungodly walk in a circle In Your exaltation You highly exalted the sons of men,False,A,0
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",BERT,5,81.99,Psalter,52,"The fool hath said in his heart, There is no God. Corrupt are they, and are become abominable in iniquity; there is none that doeth good. God looked down from heaven upon the sons of men, to see if there were any that did understand, or seek God. They are all have gone astray, they are altogether become unprofitable; there is none that doeth good, no, not one. Shall all the workers of iniquity have no knowledge, who eat up my people as they eat bread? They have not called upon the Lord. There were they in great fear, where no fear was; for God hath scattered the bones of them that please men; they have been put to shame, because God hath despised them. Who shall give the salvation of Israel out of Zion? When God turneth back the captivity of His people, Jacob shall rejoice, and Israel shall be glad.",False,B,1
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",SBERT,5,96.61,Psalter,149,"Sing unto the Lord a new song, His praise is in the congregation of the saints. Let Israel be glad in Him that made him, and let the sons of Zion be joyful in their king. Let them praise His name in the dance; let them sing praises unto Him with the timbrel and psaltery. For the Lord taketh pleasure in His people, and shall exalt the meek with salvation. The saints shall rejoice in glory, and shall exult upon their beds. The high praises of God shall be in their mouth, and twoedged swords in their hands; To execute vengeance among the heathen, and punishments among the peoples; To bind their kings with chains, and their nobles with fetters of iron; To execute among them the judgment written; this glory shall be for all His saints.",False,C,2
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",TF-IDF,5,11.57,Psalter,95,"O sing unto the Lord a new song; sing unto the Lord, all the earth. Sing unto the Lord, bless His name; shew forth His salvation from day to day. Declare His glory among the heathen, and His wonders among all peoples. For the Lord is great, and greatly to be praised; He is to be feared above all gods. For all the gods of the nations are demons, but the Lord made the heavens. Praise and beauty are before Him; holiness and majesty are in His sanctuary. Ascribe unto the Lord, O ye kindred of the nations, ascribe unto the Lord glory and honour; ascribe unto the Lord glory to His name. Bring sacrifices, and go into His courts: worship the Lord in His holy court. Let all the earth be moved at His presence. Say among the heathen that the Lord reigneth; for He hath established the world, which shall not be moved; He shall judge the peoples in uprightness. Let the heavens rejoice, and let the earth be glad; let the sea be moved, and the fulness thereof. The fields shall rejoice, and all that is therein. Then shall all the trees of the wood rejoice before the Lord; for He cometh, for He cometh to judge the earth. He shall judge the world with righteousness, and the peoples with His truth.",False,D,3
law,TF-IDF + GloVe,5,12.74,Bible,11,For the End concerning the eighth a psalm by David Save me O Lord for the holy man has ceased The truthful are diminished from among the sons of men Each one speaks useless things to his neighbor Deceptive lips speak with a double heart May the Lord destroy all deceptive lips And the tongue that speaks boastful things Saying We will make our tongue powerful Our lips are our own Who is lord over us Because of the suffering of the needy And because of the groaning of the poor Now I will arise says the Lord Iwill establish them in salvation I will declare it boldly The words of the Lord are pure words Like silver fired in a furnace of earth Purified seven times You shall guard us O Lord You shall preserve us from this generation forever The ungodly walk in a circle In Your exaltation You highly exalted the sons of men,False,A,0
law,BERT,5,29.65,Bible,147,Alleluia of Aggeus and Zacharias Praise the Lord O Jerusalem Praise your God O Zion For He strengthens the bars of your gates He blesses your children within you He who grants your borders peace And fills you with the finest of wheat He who sends His teaching to earth Until His word shall run swiftly Giving snow like wool Sprinkling mist like ashes Casting His ice like morsels Who shall withstand His winter He shall send His word and melt them His wind shall blow and the waters shall flow He who declares His word to Jacob His ordinances and judgments to Israel He did not do so with other nations Nor did He show His judgments to them,False,B,1
law,SBERT,5,93.55,Psalter,149,"Sing unto the Lord a new song, His praise is in the congregation of the saints. Let Israel be glad in Him that made him, and let the sons of Zion be joyful in their king. Let them praise His name in the dance; let them sing praises unto Him with the timbrel and psaltery. For the Lord taketh pleasure in His people, and shall exalt the meek with salvation. The saints shall rejoice in glory, and shall exult upon their beds. The high praises of God shall be in their mouth, and twoedged swords in their hands; To execute vengeance among the heathen, and punishments among the peoples; To bind their kings with chains, and their nobles with fetters of iron; To execute among them the judgment written; this glory shall be for all His saints.",False,C,2
law,TF-IDF,5,17.48,Bible,74,For the End do not corrupt a psalm of an ode for Asaph We shall give thanks to You O God We shall give thanks and call upon Your name I shall describe all Your wonders When I seize the opportunity I shall judge these rightly The earth is dissolved and all its inhabitants I made firm its pillars Pause I said to those who transgress the law Do not transgress the law And to those who sin I said Do not exalt yourselves Do not boast in yourselves Do not accuse God of wrongdoing For judgment comes neither from the sunrise nor the sunset Nor from mountains of the deserts For God is judge This one He brings down low and that one He raises up For the cup in the Lords hand Is full of unmixed wine a drink poured out And He tipped it from side to side But its dregs were not emptied out All sinners of the earth shall drink them But I shall greatly rejoice forever I shall sing to the God of Jacob All the horns of sinners I shall crush But the horns of the righteous man shall be exalted,False,D,3
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",TF-IDF + GloVe,4,13.11,Bible,119,An ode of ascents To the Lord in my affliction I cried out and He heard me O Lord deliver my soul from unjust lips And from a deceitful tongue What should be given You and what added to You Against a deceitful tongue The arrows of the Mighty One are sharpened With hot coals from the desert Woe is me My sojourning was prolonged I dwelt with the tents of Kedar My soul sojourned a long time as a resident alien With those who hate peace I was peaceful When I spoke to them they made war against me without cause,False,A,0
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",BERT,4,87.78,Bible,70,By David of the sons of Jonadab and the first ones taken captive OGod in You I hope may I never be put to shame Deliver me in Your righteousness and set me free Incline Your ear to me and save me Be to me a God for protection And a strong place for salvation For You are my foundation and my refuge O my God deliver me from the hand of the sinner From the hand of those who transgress the law and act unjustly For You are my patience O Lord The Lord is my hope from my youth By You I have been supported from birth From my mothers womb You have been my protector My song shall be always of You Iam become as a wonder tomany And You are my strong helper Let my mouth be filled with Your praise That I may sing of Your glory And of Your magnificence all the day long Do not abandon me in the time of old age When my strength fails do not forsake me For my enemies speak against me And those who watch for my soul plot together Saying God forsook him Pursue and lay hold of him For there is no deliverer O God do not stand far off from me O my God give heed to help me Let those who falsely accuse my soul be shamed and forsaken Let those who seek evils for me be covered with shame and reproach But I will hope continually And I will add to all Your praise My mouth shall proclaim Your righteousness Your salvation all the day For I am not acquainted with learning I shall enter into the power of the Lord O Lord I shall remember Your righteousness Yours alone You taught me O God from my youth And from then until now I will proclaim Your wonders And even to old age and to my last breath O God do not abandon me Until I proclaim Your arm to every coming generation Yes Your mighty deeds and Your righteousness O God I proclaim the magnificent things You did Even to the highest heaven O God who is like You How great and evil are the afflictions You showed me And You returned and made me live And You raised me up again from the depths of the earth You multiplied Your greatness And You returned and comforted me You brought me up again from the depths of the earth Truly I will give thanks to You with the instrument of a psalm O God I will sing to You with the lyre O Holy One of Israel My lips will greatly rejoice when I sing to You So will my soul which You redeemed My tongue shall meditate on Your righteousness all the day long When those who seek evils for me are dishonored and shamed,False,B,1
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",SBERT,4,97.22,Psalter,146,"The Lord doth build up Jerusalem; He shall gather together the dispersed of Israel. He healeth the broken in heart, and bindeth up their wounds. He telleth the multitude of the stars, and calleth them all by their names. Great is our Lord, and great is His power; and His understanding is infinite. The Lord lifteth up the meek, but casteth the sinners down to the ground. Begin your song unto the Lord with thanksgiving; sing praise upon the harp unto our God, Who covereth the heavens with clouds, Who prepareth rain for the earth, Who maketh grass to grow upon the mountains, and green herb for the service of man, Who giveth to the beasts their food, and to the young ravens which call upon Him. He shall not delight in the strength of an horse, neither taketh He pleasure in the legs of a man. The Lord taketh pleasure in them that fear Him, and in those that hope in His mercy.",False,C,2
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",TF-IDF,4,16.67,Psalter,86,"His foundations are in the holy mountains. The Lord loveth the gates of Zion more than all the dwellings of Jacob. Glorious things are spoken of thee, O city of God. I will make mention of Rahab and Babylon to them that know me. And behold the foreigners, and those of Tyre, and the people of the Ethiopians; these were born there. A man shall say, Zion is my mother, and, That man was born in her, and, The Most High Himself hath established her. The Lord shall tell it in His writings of the people and of the princes, even of them that have been born in her. How joyful are all they that have their habitation in Thee!",False,D,3
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",TF-IDF + GloVe,4,13.11,Bible,119,An ode of ascents To the Lord in my affliction I cried out and He heard me O Lord deliver my soul from unjust lips And from a deceitful tongue What should be given You and what added to You Against a deceitful tongue The arrows of the Mighty One are sharpened With hot coals from the desert Woe is me My sojourning was prolonged I dwelt with the tents of Kedar My soul sojourned a long time as a resident alien With those who hate peace I was peaceful When I spoke to them they made war against me without cause,True,A,0
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",BERT,4,82.09,Bible,60,For the End in hymns by David Hear my supplication O God Attend to my prayer From the end of the earth I cried out to You When my heart was discouraged You lifted me high on a rock You guided me for You became my hope A tower of strength from the face of the enemy I will dwell in Your tabernacle unto the ages I will be covered with the shelter of Your wings Pause For You O God hear my prayers You give an inheritance to those who fear Your name You will add days to the days of the king His years as the days of generation to generation He will abide before God forever Who will seek out His mercy and truth So I will sing praise to Your name unto ages of ages That I may pay my vows day to day,True,B,1
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",SBERT,4,96.75,Psalter,150,"Praise God in His holy ones; praise Him in the firmament of His power. Praise Him for His mighty acts; praise Him according to the multitude of His greatness. Praise Him with the sound of the trumpet; praise Him with the psaltery and harp. Praise Him with the timbrel and dance; praise Him with the strings and pipe. Praise Him with the tuneful cymbals; praise Him with the joyful cymbals. Let everything that hath breath praise the Lord. I was the least among my brethren, and the youngest in the house of my father; I shepherded my father's sheep. My hands made an instrument, and my fingers tuned a psaltery. And who shall tell my Lord? The Lord Himself shall hear. He sent His angel, and took me from my father's sheep, and anointed me with the oil of His anointing. My brethren were comely and tall, but the Lord took not pleasure in them. I went forth to meet the Philistine, and he cursed me by his idols. But I drew his own sword, and cut off his head; and I took away the reproach from the sons of Israel. THE NINE ODES THE FIRST ODE An Ode of Moses in the Exodus. (Exodus 15: 119) When he had altogether drowned Pharaoh in the deep, Moses said, Let us sing unto the Lord, for He is gloriously glorified. Let us sing unto the Lord, for He is gloriously glorified; the horse and his rider hath He thrown into the sea. He was to me a helper and protector for salvation. He is my God, and I will glorify Him; my father's God, and I will exalt Him. The Lord breaking wars; LORD is His name. Pharaoh's chariots and his hosts hath He cast into the sea; the chosen mounted captains hath He plunged into the Red Sea. He covered them with the sea; they sank into the depths as a stone. Thy right hand, O Lord, is glorified in strength; Thy right hand, O Lord, hath dashed in pieces the enemy; and in the abundance of Thy glory hast Thou crushed the adversaries. Thou sentest forth Thy wrath; it consumed them as stubble. And through the breath of Thine anger the waters parted asunder; the waters were congealed as a wall, the waves were congealed in the midst of the sea. For 14 verses The enemy said, I will pursue, I will overtake, I will divide the spoil, I will satisfy my soul, I will destroy with my sword; my right hand shall have the dominion. Thou sentest forth Thy wind, the sea covered them; they sank as lead in the mighty water. For 12 verses Who is like unto Thee, O Lord, among the gods? Who is like Thee, glorious in holiness, marvellous in glories, doing wonders? Thou stretchedst out Thy right hand; the earth swallowed them. For 10 verses Thou in Thy righteousness hast guided this Thy people which Thou hast redeemed; Thou calledst them in Thy strength to Thy holy habitation. The nations heard, and were angry; pangs took hold upon the inhabitants of Philistia. For 8 verses Then the princes of Edom made haste, the princes also of the Moabites; trembling took hold upon them; all the inhabitants of Canaan melted away. Let fear and trembling fall upon them; by the greatness of Thine arm let them become as stone, For 6 verses Till Thy people pass over, O Lord; till they pass over, this people, which Thou hast purchased. Bring them in, and plant them in the mountain of Thine inheritance; in the place, O Lord, which Thou hast made for Thee to dwell in, in the sanctuary which Thy hands have prepared. For 4 verses The Lord reigneth for ever and ever. For the horse of Pharaoh went in with his chariots and with his horsemen into the sea, and the Lord brought again the waters of the sea upon them; but the children of Israel went on dry ground in the midst of the sea. Glory be to the Father, and to the Son, and to the Holy Spirit, both now and ever, and unto the ages of ages. Amen. THE SECOND ODE It should be noted that the Second Ode is never chanted, except only in Great Lent, during which on Tuesday only it is chanted to the end. And for each of the troparia of the Second Ode of the Canon we say, Glory to Thee, our God, glory to Thee. An Ode of Moses in the Deuteronomy. (Deut. 32: 143) After the Law had been written, again an Ode of Moses. Attend, O ye heaven, and I will speak; and let the earth hear the words of my mouth. Let my teaching be looked for as the rain, and let my words come down as the dew, as a shower upon the grass, and as the snow upon the green herb. For I have called upon the name of the Lord. Ascribe ye majesty unto our God. As for our God, His works are true, and all His ways are judgment. God is faithful, and there is no unrighteousness in Him; just and holy is the Lord. Have not children that are blameworthy sinned against Him? O perverse and crooked generation, do ye thus requite the Lord? This is a foolish people, and unwise; did not He Himself thy Father take thee for His own, and make thee, and fashion thee? Remember the days of old, consider the years of generations and generations. Ask thy father, and he will shew thee; thine elders, and they will tell thee. When the Most High divided the nations, when He scattered the sons of Adam, He set the bounds of the nations according to the number of the angels of God. And Jacob His people became the Lord's portion; Israel was the lot of His inheritance. He satisfied him in the wilderness, in burning thirst, and in a waterless land. He led him about, He instructed him, He kept him as the apple of His eye. As an eagle watcheth over his nest, and yearneth over his young, and spreading abroad his wings, receiveth them, and taketh them up upon his back; So the Lord alone did lead them, and there was no strange God with them. He brought them up on the strength of the land; He fed them with the increase of the fields. He suckled them with honey out of the rock, and oil out of the solid rock, Butter of kine, and milk of sheep, with fat of lambs and rams, of calves and kids, with the fat of kidneys of wheat; and they drank wine, the blood of the grape. So Jacob ate, and was filled; and the beloved one kicked, he waxed fat, he grew thick and broad; then he forsook God Which made him, and departed from God his Saviour. They provoked Me to anger with strange gods, and embittered Me with their abominations. They sacrificed unto demons, not to God; to gods whom they knew not; to new gods recently arisen, whom their fathers knew not. Thou hast forsaken God that begat thee, and hast forgotten God that feedeth thee.",True,C,2
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",TF-IDF,4,12.14,Psalter,23,"The earth is the Lord's, and the fulness thereof; the world, and all they that dwell therein. He hath founded it upon the seas, and prepared it upon the rivers. Who shall ascend into the mountain of the Lord, or who shall stand in His holy place? He that is innocent in hands, and pure in heart, who hath not received his soul in vain, nor sworn deceitfully to his neighbour. He shall receive a blessing from the Lord, and mercy from God his Saviour. This is the generation of them that seek the Lord, that seek the face of the God of Jacob. Lift up your gates, O ye princes, and be ye lifted up, ye everlasting gates; and the King of Glory shall come in. Who is this King of Glory? the Lord strong and mighty, the Lord mighty in battle. Lift up your gates, ye princes, and be ye lifted up, ye everlasting gates; and the King of Glory shall come in. Who is this King of Glory? the Lord of hosts, He is the King of Glory.",True,D,3
"Psalms that express a transition from deep personal lament and feelings of abandonment to renewed trust and praise, especially where the emotional shift is explicit within the same psalm",TF-IDF + GloVe,5,12.74,Bible,11,For the End concerning the eighth a psalm by David Save me O Lord for the holy man has ceased The truthful are diminished from among the sons of men Each one speaks useless things to his neighbor Deceptive lips speak with a double heart May the Lord destroy all deceptive lips And the tongue that speaks boastful things Saying We will make our tongue powerful Our lips are our own Who is lord over us Because of the suffering of the needy And because of the groaning of the poor Now I will arise says the Lord Iwill establish them in salvation I will declare it boldly The words of the Lord are pure words Like silver fired in a furnace of earth Purified seven times You shall guard us O Lord You shall preserve us from this generation forever The ungodly walk in a circle In Your exaltation You highly exalted the sons of men,False,A,0
"Psalms that express a transition from deep personal lament and feelings of abandonment to renewed trust and praise, especially where the emotional shift is explicit within the same psalm",BERT,5,68.02,Psalter,13,"The fool hath said in his heart, There is no God. They are corrupt, and are become abominable in their doings; there is none that doeth good, no, not one. The Lord looked down from heaven upon the sons of men, to see if there were any that did understand, or seek God. They are all gone aside, they are together become unprofitable; there is none that doeth good, no, not one. Shall all the workers of iniquity have no knowledge, who eat up my people as they eat bread? They have not called upon the Lord. There were they in great fear, where there was no fear; for the Lord is in the generation of the righteous. Ye have shamed the counsel of the poor, but the Lord is his hope. Who shall give the salvation of Israel out of Zion? When the Lord turneth back the captivity of His people, Jacob shall rejoice, and Israel shall be glad.",False,B,1
"Psalms that express a transition from deep personal lament and feelings of abandonment to renewed trust and praise, especially where the emotional shift is explicit within the same psalm",SBERT,5,96.79,Psalter,150,"Praise God in His holy ones; praise Him in the firmament of His power. Praise Him for His mighty acts; praise Him according to the multitude of His greatness. Praise Him with the sound of the trumpet; praise Him with the psaltery and harp. Praise Him with the timbrel and dance; praise Him with the strings and pipe. Praise Him with the tuneful cymbals; praise Him with the joyful cymbals. Let everything that hath breath praise the Lord. I was the least among my brethren, and the youngest in the house of my father; I shepherded my father's sheep. My hands made an instrument, and my fingers tuned a psaltery. And who shall tell my Lord? The Lord Himself shall hear. He sent His angel, and took me from my father's sheep, and anointed me with the oil of His anointing. My brethren were comely and tall, but the Lord took not pleasure in them. I went forth to meet the Philistine, and he cursed me by his idols. But I drew his own sword, and cut off his head; and I took away the reproach from the sons of Israel. THE NINE ODES THE FIRST ODE An Ode of Moses in the Exodus. (Exodus 15: 119) When he had altogether drowned Pharaoh in the deep, Moses said, Let us sing unto the Lord, for He is gloriously glorified. Let us sing unto the Lord, for He is gloriously glorified; the horse and his rider hath He thrown into the sea. He was to me a helper and protector for salvation. He is my God, and I will glorify Him; my father's God, and I will exalt Him. The Lord breaking wars; LORD is His name. Pharaoh's chariots and his hosts hath He cast into the sea; the chosen mounted captains hath He plunged into the Red Sea. He covered them with the sea; they sank into the depths as a stone. Thy right hand, O Lord, is glorified in strength; Thy right hand, O Lord, hath dashed in pieces the enemy; and in the abundance of Thy glory hast Thou crushed the adversaries. Thou sentest forth Thy wrath; it consumed them as stubble. And through the breath of Thine anger the waters parted asunder; the waters were congealed as a wall, the waves were congealed in the midst of the sea. For 14 verses The enemy said, I will pursue, I will overtake, I will divide the spoil, I will satisfy my soul, I will destroy with my sword; my right hand shall have the dominion. Thou sentest forth Thy wind, the sea covered them; they sank as lead in the mighty water. For 12 verses Who is like unto Thee, O Lord, among the gods? Who is like Thee, glorious in holiness, marvellous in glories, doing wonders? Thou stretchedst out Thy right hand; the earth swallowed them. For 10 verses Thou in Thy righteousness hast guided this Thy people which Thou hast redeemed; Thou calledst them in Thy strength to Thy holy habitation. The nations heard, and were angry; pangs took hold upon the inhabitants of Philistia. For 8 verses Then the princes of Edom made haste, the princes also of the Moabites; trembling took hold upon them; all the inhabitants of Canaan melted away. Let fear and trembling fall upon them; by the greatness of Thine arm let them become as stone, For 6 verses Till Thy people pass over, O Lord; till they pass over, this people, which Thou hast purchased. Bring them in, and plant them in the mountain of Thine inheritance; in the place, O Lord, which Thou hast made for Thee to dwell in, in the sanctuary which Thy hands have prepared. For 4 verses The Lord reigneth for ever and ever. For the horse of Pharaoh went in with his chariots and with his horsemen into the sea, and the Lord brought again the waters of the sea upon them; but the children of Israel went on dry ground in the midst of the sea. Glory be to the Father, and to the Son, and to the Holy Spirit, both now and ever, and unto the ages of ages. Amen. THE SECOND ODE It should be noted that the Second Ode is never chanted, except only in Great Lent, during which on Tuesday only it is chanted to the end. And for each of the troparia of the Second Ode of the Canon we say, Glory to Thee, our God, glory to Thee. An Ode of Moses in the Deuteronomy. (Deut. 32: 143) After the Law had been written, again an Ode of Moses. Attend, O ye heaven, and I will speak; and let the earth hear the words of my mouth. Let my teaching be looked for as the rain, and let my words come down as the dew, as a shower upon the grass, and as the snow upon the green herb. For I have called upon the name of the Lord. Ascribe ye majesty unto our God. As for our God, His works are true, and all His ways are judgment. God is faithful, and there is no unrighteousness in Him; just and holy is the Lord. Have not children that are blameworthy sinned against Him? O perverse and crooked generation, do ye thus requite the Lord? This is a foolish people, and unwise; did not He Himself thy Father take thee for His own, and make thee, and fashion thee? Remember the days of old, consider the years of generations and generations. Ask thy father, and he will shew thee; thine elders, and they will tell thee. When the Most High divided the nations, when He scattered the sons of Adam, He set the bounds of the nations according to the number of the angels of God. And Jacob His people became the Lord's portion; Israel was the lot of His inheritance. He satisfied him in the wilderness, in burning thirst, and in a waterless land. He led him about, He instructed him, He kept him as the apple of His eye. As an eagle watcheth over his nest, and yearneth over his young, and spreading abroad his wings, receiveth them, and taketh them up upon his back; So the Lord alone did lead them, and there was no strange God with them. He brought them up on the strength of the land; He fed them with the increase of the fields. He suckled them with honey out of the rock, and oil out of the solid rock, Butter of kine, and milk of sheep, with fat of lambs and rams, of calves and kids, with the fat of kidneys of wheat; and they drank wine, the blood of the grape. So Jacob ate, and was filled; and the beloved one kicked, he waxed fat, he grew thick and broad; then he forsook God Which made him, and departed from God his Saviour. They provoked Me to anger with strange gods, and embittered Me with their abominations. They sacrificed unto demons, not to God; to gods whom they knew not; to new gods recently arisen, whom their fathers knew not. Thou hast forsaken God that begat thee, and hast forgotten God that feedeth thee.",False,C,2
